"","Score","Tweet","Continent"
"12574",2,"MissAriellah me no have iphone me have galaxy S4 ","NorthAmerica"
"12575",1,"Otterbox Defender Series case for Galaxy SIV httptcoSJKBmLvHYa","Asia"
"12576",0,"If you are wondering I recorded the entire Apple EarPods review with my Galaxy S4","Asia"
"12577",3,"Must See Battle Of The Smartphones Samsung Galaxy S4 v HTC One v iPhone 5 Today is the day where three of httptcomzirml8Jgt","SouthAmerica"
"12578",4,"see that Battle Of The Smartphones Samsung Galaxy S4 v HTC One v iPhone 5 Today is the day where three of httptcoDgqbUbRv7x","NorthAmerica"
"12579",3,"Battle Of The Smartphones Samsung Galaxy S4 v HTC One v iPhone 5 Today is the day where three of t httptcoqBTgj46BGI See Now","NorthAmerica"
"12580",3,"see now Battle Of The Smartphones Samsung Galaxy S4 v HTC One v iPhone 5 Today is the day where three of t httptcozlPy5tw7ZZ","SouthAmerica"
"12581",3,"see now Battle Of The Smartphones Samsung Galaxy S4 v HTC One v iPhone 5 Today is the day where three of t httptcoYj2tD9j5VS","Asia"
"12582",4,"dont miss that Battle Of The Smartphones Samsung Galaxy S4 v HTC One v iPhone 5 Today is the day where thr httptco02YHSx948g","Africa"
"12583",4,"dont miss that Battle Of The Smartphones Samsung Galaxy S4 v HTC One v iPhone 5 Today is the day where thr httptcoWk3JdaF9lI","Africa"
"12584",3,"amazing Battle Of The Smartphones Samsung Galaxy S4 v HTC One v iPhone 5 Today is the day where three of httptcoxhBBGSiKr5","NorthAmerica"
"12585",1,"Superb mobile deals are just a click away Samsung Galaxy S4 Zoom High acceptance rate httptcoJzluS0sRuB","Asia"
"12586",1,"Should I ask for a galaxy s4","NorthAmerica"
"12587",1," httptcomjekHcwvw2 32 Midnight Memories One Direction Midnight Memories Album Lyrics htc one vs galaxy s4 meet match contact ","SouthAmerica"
"12588",3,"YaaskimberlyLord5 These galaxy s4 mini people should stop ay if you want one go buy one like how we all did stop tryna get lucky here","SouthAmerica"
"12589",2,"I have a galaxy s4 for sale Hmu for details","Asia"
"12590",2,"PDTalkinTech Never too early P Galaxy S5 rumours started as soon as the Galaxy S4 event was announced pretty much haha","NorthAmerica"
"12591",3,"These galaxy s4 mini people should stop ay if you want one go buy one like how we all did stop tryna get lucky here","SouthAmerica"
"12592",1,"Nexus 5 vs Samsung Galaxy S4 Review news advice technology products httptcowfYvRpKPnV via Review news advice technology products","Africa"
"12593",2,"californiassh yea I did smhI had the 5s and I dropped it from like 3 inches n it shattered I got so mad I bought the galaxy s4 lol","Asia"
"12594",3,"The time has come I need to decide between the galaxy S4 or IPhone 5 cantdoit soIndecisive","NorthAmerica"
"12595",1,"iPhoneTeam wtf it looks like the galaxy s4","NorthAmerica"
"12596",1,"Cmon The iPhone 5 16GB model is at least 150 more expensive than the galaxy s4 With a smaller screen And the memory isnt expendable","NorthAmerica"
"12597",1,"Otterbox Defender Series case for Galaxy S4 httptcoonv79gxT5K","NorthAmerica"
"12598",2,"Darsain its a galaxy s4 Email me","NorthAmerica"
"12599",-1,"Who knows how to mess around with a galaxy s4 ","Asia"
"12600",0,"SGS4 external backup battery httptcoWbRUDy6KOP","NorthAmerica"
"12601",4,"The struggle when you dont want to loose your s4 but want to trade up for the note 3 galaxy androidproblems","SouthAmerica"
"12602",2,"Kind of like this galaxy S4 but im still spoiled by the iPhone","NorthAmerica"
"12603",0,"Galaxy S4 MHL converter the bliss of Fruit Ninja on the HDTV httptco7XpRoOO5jU","SouthAmerica"
"12604",4,"Anyone got a Samsung Galaxy S4 phone well I have had trouble with it for 6 weeks now its fixed it was only httptcoENjSfu4h7c","Asia"
"12605",2,"SamsungMobileSA I will have the S4mini and let my wife have the S4 as she deserves it shes currently using a galaxy pocketSamsungLove","Asia"
"12606",1,"Tryin to go back to team iphone Someone buy my galaxy s4","NorthAmerica"
"12607",0,"Shopping around Latest O2 deals for you Samsung Galaxy S4 Dont Delay httptcoJzluS0sRuB","Asia"
"12608",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Featuring our very own LLOYD mascot on the back standing in httptco4YV7unRuXu","NorthAmerica"
"12609",0,"InTheLittleWood On an S4 just hold the home button and a menu with running apps comes up this should work with every recent galaxy phone","NorthAmerica"
"12610",2,"InTheLittleWood Depends on the phone but on my galaxy S4 you can press home button and power button or swipe your palm across the sceen","Asia"
"12611",1,"Galaxy s4 let me get that hell yea","Asia"
"12612",2,"How much is an iPhone 5 and Samsung Galaxy S4 Twoogle","Asia"
"12613",0,"SOLD Classic vintage japanese samurai fighting demon tattoo CaseMate Vibe Samsung Galaxy S4 Case classic httptconOvrEfwwM7","SouthAmerica"
"12614",1,"Is your mobile outdated Refresh with a new Samsung Galaxy S4 Save now httptcoJzluS0sRuB","Asia"
"12615",0,"I want a galaxy s4 now or maybe something else","Africa"
"12616",0,"Determined to the Galaxy S4 or a Note","NorthAmerica"
"12617",2,"One stop shop for FREE phones on pay monthly Galaxy S4 Active Unmissable deal httptcoJzluS0sRuB","NorthAmerica"
"12618",2,"Ascent Solar releases EnerPlex Surfr battery and solar case for Samsung Galaxy S4 smartphone httptcoblUUGY9eWh via feedly","NorthAmerica"
"12619",0,"Shot with a Samsung Galaxy S4 VSCOCAM for Android Beta release V1914 vscocam vscocamforandroid httptcoiINrbL8cL2","Asia"
"12620",0,"The Samsung Galaxy S4 Mini combines performance and portability with its sleek design and qHD Super AMOLED display httptcoXdGyGjsaUm","Africa"
"12621",0,"SGS4 MHL converter the bliss of Fruit Ninja on the big screen httptcoifaONhtjTB","NorthAmerica"
"12622",1,"Otterbox Defender Series protective case for Samsung Galaxy SIV httptcoEw3LNItAjP","Asia"
"12623",0,"Android 43 Jelly Bean Release Date Delayed TMobile Galaxy S4 Misses Expected Roll Out Date As PostUpdate Issues httptco1prhyUih7h","Africa"
"12624",1," the most 250 but I want a certain phone though like a galaxy S3 or S4 ACKINbad","Asia"
"12625",1,"Samsung Galaxy S4 MHL adapter the euphoria of your photo gallery on the HDTV httptcohI4p6VSU3J","Africa"
"12626",3,"tamprej My daughter has the Galaxy S4 Im not a fan of it I like the Android Phones Thinking maybe Droid Ultra or Droid Maxx","NorthAmerica"
"12627",3,"Cell Phone Case Samsung Galaxy S4 Neon jacket 1400 End Date Saturday Nov302013 71608 PST Buy It Now for httptco9bXvaiOkrI","Asia"
"12628",2,"iPhone 5s or Galaxy s4 Idk I cant give up apple Thats my only problem","Asia"
"12629",1,"Just switched to a galaxy s4","NorthAmerica"
"12630",4,"Capacitive Unisex Winter Gloves for iPhone 4 5S Smartphone Galaxy S4 S3 NOTE 2 3 001 1 Bid End Date httptcoW6eviZ3R9L","Asia"
"12631",3,"InTheLittleWood hold down your home button thats how it works for me atleast on thr galaxy s4","NorthAmerica"
"12632",2,"Got a samsung galaxy s4 mini but cant use it yet because my sim hasnt arrived","SouthAmerica"
"12633",2,"Sweet Pink Baby Carriage Galaxy S4 Case If youve got baby on the brain then look no further Our Sweet Rasp httptcoZCdtqGrdeY","SouthAmerica"
"12634",2,"Sweet Pink Baby Carriage Galaxy S4 Case If youve got baby on the brain then look no further Our Sweet Rasp httptcoVnDuuURl7Y","Asia"
"12635",3,"So my dad said he wasnt paying 500 for the galaxy s4 but he got it ","NorthAmerica"
"12636",0,"Otterbox Commuter hard case for SGS4 httptcomdahWsbcbc","SouthAmerica"
"12637",2,"i want a galaxy s4 iphones arent for me","NorthAmerica"
"12638",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Featuring our very own LLOYD mascot on httptcodLJRyfuSnu xoopia android","NorthAmerica"
"12639",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 android androidgames games httptcooHtRuVt7jL","Africa"
"12640",1,"AndroidCentral Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcoz7WIo9qFLV","NorthAmerica"
"12641",1,"SamsungMobileSA Samsung Galaxy S4 thats the one SamsungLove","Africa"
"12642",0,"AsIs White Metro PC Samsung Galaxy S4 SGHM919N Powers ON Cracked Inner LCD 13888 End Date Saturday httptcoAd82alcEV2","NorthAmerica"
"12643",1,"Samsung Galaxy S4 Frost White ATT 16gb ATT 38500End Date Saturday Nov232013 63410 PSTBuy It Now httptcoAaWuZjBxcv","Africa"
"12644",0,"Galaxy S4 MHL adapter the bliss of Gun Bros on the HDTV httptcoZkjUpbA4co","SouthAmerica"
"12645",0,"You can control the new S4 with your eyes httptcoOtrRDSHN3g","Asia"
"12646",2,"nimapatell looks fine on my 5Inch Galaxy S4 screen lol","NorthAmerica"
"12647",-1,"Might fuck around and get a galaxy S4","Asia"
"12648",2,"Me and my soul mate SliNdinisa we love Galaxy S4 Active SamsungMobileSA","NorthAmerica"
"12649",1,"The LG G2 has been touted as the better Android flagship better than the Galaxy S4 Do you agree Details at httptcoUWBFsheqMv","Asia"
"12650",1,"One stop shop for FREE phones on pay monthly Samsung Galaxy S4 from 29 PM Mix match deals httptcoJzluS0sRuB","NorthAmerica"
"12651",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcohU1KlWJacq","Africa"
"12652",0,"I guess im getting a galaxy s4 on black friday ","NorthAmerica"
"12653",8,"Give me your galaxy S4 youre not even using it right I bought the watch for it Give me your phone","NorthAmerica"
"12654",0,"LexiIsHere Still got a lame ass iPhone lmao getta Galaxy S4","SouthAmerica"
"12655",2,"InTheLittleWood on my galaxy s4 its the same thing power and home","SouthAmerica"
"12656",2,"AndrewBeeler1 Im leaning towards galaxy S4 or note 3 tho The 5S isnt very impressive","Asia"
"12657",2,"The Galaxy S4 Zoom D yes please Cc SyEr","SouthAmerica"
"12658",0,"Extended battery with cover for Samsung Galaxy S4 smartphone httptcojwkVzJ6a8e","Asia"
"12659",-2,"Snapchatting with the front camera of the galaxy s4 zoom would be very strange","SouthAmerica"
"12660",3,"SamsungMobileSA The GALAXY S4 Zoom Sharing SamsungLove with my high school sweetheart now hubby httptcomLfBjD82pe","NorthAmerica"
"12661",0,"Extended battery with rear cover for Samsung Galaxy S4 smartphone httptcoYHbe7DFJWp","Africa"
"12662",1,"Greatly discounted Samsung Galaxy S4 Flip Cover Folio Case in Blue Free Shipping holidaysarecoming See more at httptcotxWVjnY6HY","Asia"
"12663",-1,"May get a new phone at the weekend any ideas what to get Sony experia z1 or the Samsung galaxy s4 Dont think any other phone compares","SouthAmerica"
"12664",0,"15days httptco29GbPDj2Fj","Africa"
"12665",2,"SBTheBlazer NicoDWayne I recorded 5 minutes ago on a speaker sound cloud app and a galaxy s4you just wrappin me up now","NorthAmerica"
"12666",-1,"Samsung Galaxy S4 2in1 case stand for those with small hands httptcoODkEZ7Yxzk","Africa"
"12667",0,"peterberkes reads article on new Galaxy S4 sigh","SouthAmerica"
"12668",1,"My bestfriend teeteemee absolutely love the SamsungMobileSA Galaxy S4 Active SamsungLove","NorthAmerica"
"12669",0,"THE AMAZING SAMSUNG GALAXY S4 ZOOM IS IN STOCK HURRY httptcoTfKZNVnxTL","NorthAmerica"
"12670",3,"Google Nexus 5 vs Samsung Galaxy S4 Top 4 Reasons to Get the LGBuild International Business Times AU httptcoTP0H8FNZh4","NorthAmerica"
"12671",0,"Loving this samsung galaxy s4","Africa"
"12672",1,"Galaxy S4 desktop charging station perfect for nigtstands and office desks httptco39UIgqBbsM","Africa"
"12673",6,"Samsung Galaxy S4 for Sale Brand New Company SprinT Yes U Can Get It Flashed 200250 DM for More Info","Asia"
"12674",5,"Samsung Galaxy S4 for Sale Brand New Company SprinT u can get it flashed 200250 DM for More Info","NorthAmerica"
"12675",5,"Samsung Galaxy S4 for Sale Brand New Company SprinT u can get it flashed 200250 DM for More Info","SouthAmerica"
"12676",1,"Samsung Galaxy SIV desktop charging station perfect for bedside tables and work desks httptcoGvy2QnPsAv","NorthAmerica"
"12677",0,"I keep day dreaming about getting a galaxy S4","NorthAmerica"
"12678",0,"Jackiepulido I knew I should have kept my galaxy s4","Asia"
"12679",2,"Samsung Galaxy S4For SaleBrand New Company SprinT u can get it flashed 200250","Africa"
"12680",1,"Galaxy S4 desktop charging station perfect for nigtstands and work desks httptcoJwxQVNotRf","Asia"
"12681",0,"My soul mate teeteemee and I love the SamsungMobileSA Galaxy S4 ActiveSamsungLove","Africa"
"12682",3,"Samsung Galaxy S4 for SaleBrand New Company SprinT u can get it flashed 200250","SouthAmerica"
"12683",3,"Samsung Galaxy S4 for Sale Brand New Company SprinT u can get it flashed 200250","NorthAmerica"
"12684",3,"Samsung Galaxy S4 for Sale Brand New Company SprinT u can get it flashed 200250","Asia"
"12685",1,"Galaxy S4 desktop charger perfect for bedside tables and office desks httptcolZqwNxysLv","Asia"
"12686",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 50","NorthAmerica"
"12687",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 49","SouthAmerica"
"12688",0,"Love my new galaxy s4 WAY more stuff than the crappy iphone So glad I switched","Asia"
"12689",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 48","NorthAmerica"
"12690",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 47","Africa"
"12691",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 46","NorthAmerica"
"12692",1,"Samsung Galaxy S4 desktop charger perfect for bedside tables and work desks httptcoElSUyRDAN0","NorthAmerica"
"12693",1,"3200mAh Power Case With Smart Leather cover For Samsung Galaxy S4 Black httptcohEC3Q9o6WA","Asia"
"12694",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 45","Asia"
"12695",2,"Samsung Galaxy S4 for Sale Brand NewCompany SprinT u can get it flashed 200250","NorthAmerica"
"12696",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 44","Asia"
"12697",0,"Check out 3200mAh Power Case With Smart Leather cover For Samsung Galaxy S4 Black on eBay httptcoRCsu0OJxPC","SouthAmerica"
"12698",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 43","NorthAmerica"
"12699",1,"3200mAh Power Case With Smart Leather cover For Samsung Galaxy S4 Black httptcotM4oSFcXV1","Asia"
"12700",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 42","Africa"
"12701",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 41","Asia"
"12702",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 40","NorthAmerica"
"12703",1,"FREE Mobile Combo Kit Illuminator Crank RadioFlashlight Case for Galaxy S4 FREE TigerDirectcom httptco2kTcTpGqFi","Africa"
"12704",1,"FREE Mobile Combo Kit Illuminator Crank RadioFlashlight Case for Galaxy S4 FREE TigerDirect httptco2kTcTpGqFi","NorthAmerica"
"12705",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 39","Africa"
"12706",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 38","NorthAmerica"
"12707",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 37","NorthAmerica"
"12708",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 36","Asia"
"12709",2," httptco96rLwjEb9B 1 Doris Lessing Doris Lessing a model for every writer coming from the back of beyond samsung galaxy s4 onl","NorthAmerica"
"12710",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 35","NorthAmerica"
"12711",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 34","Africa"
"12712",2,"Daughter has an iPhone wife has a Galaxy S4 Active SonofRoark StephenHartdege MarkG03 RWNutjob1 TayCracker1 breemars AVeraIcon","Asia"
"12713",-1,"Check out Tempered Glass Samsung Galaxy S4 Screen Protector on eBay httptcotOnieEtWeB","SouthAmerica"
"12714",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 33","Africa"
"12715",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 32","SouthAmerica"
"12716",1,"SamsungMobileUS Why so many problems w Android 43 update for Galaxy S4 When will probs be fixed","NorthAmerica"
"12717",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 31","Africa"
"12718",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 30","Asia"
"12719",1,"RednckTruckrHat joerogan BladeBrownShow Thats it Im getting a Galaxy S4","Asia"
"12720",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 29","SouthAmerica"
"12721",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 28","NorthAmerica"
"12722",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 27","NorthAmerica"
"12723",3,"Am I the only one having problems with my Samsung Galaxy S4let me know ppl","Asia"
"12724",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 26","Asia"
"12725",0,"My soulmate teeteemee and I love the SamsungMobileSA Galaxy S4 ActiveSamsungLove","Asia"
"12726",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 25","Africa"
"12727",0,"Endymx Security Notice Shield Notification httptcoA0kB4WLFkm","Africa"
"12728",0,"SGS4 MHL converter the bliss of Angry Birds on the big screen httptcogokUwbOnRC","Asia"
"12729",1,"Nightly Rom For Galaxy S4 Mini I9190XXUAMF7 CM 102 Install Nightly ROM for Galaxy S4 Mini GTI9190 httptcomfGcsNJ7Ya","NorthAmerica"
"12730",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 24","Africa"
"12731",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 23","Asia"
"12732",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 22","Asia"
"12733",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 21","SouthAmerica"
"12734",0,"Android So whats up wJB 43 Galaxy S4 update Why so many problems","NorthAmerica"
"12735",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 20","Asia"
"12736",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 19","SouthAmerica"
"12737",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 18","Asia"
"12738",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 17","NorthAmerica"
"12739",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 16","Africa"
"12740",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 15","Africa"
"12741",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 14","NorthAmerica"
"12742",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 13","Asia"
"12743",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 12","SouthAmerica"
"12744",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 11","NorthAmerica"
"12745",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 10","NorthAmerica"
"12746",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 9","Africa"
"12747",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 8","Asia"
"12748",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 7","Africa"
"12749",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 6","Africa"
"12750",1,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 5","Africa"
"12751",1,"Sport GYM Running Armband Case Cover For Samsung Galaxy S3S4ENVO A TODO EL PAS Whatsapp httptcoXFWCa2utcr","Asia"
"12752",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 4","Africa"
"12753",1,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 3","NorthAmerica"
"12754",1,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 2","NorthAmerica"
"12755",1,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3 1","Asia"
"12756",0,"SamsungMobileSA biebdashskian and I would love the Galaxy S4 mini SamsungLove please we worked really hard on this 3","Asia"
"12757",0,"Youll find great PayMonthly deals here Samsung Galaxy S4 See deals now httptcoJzluS0sRuB","Asia"
"12758",3,"Samsung Galaxy S4 Zoom cameraphone concept is fine but its the execution thats troublesome httptcoqgsUGq8WQN via DigitalTrends","Asia"
"12759",1,"Report Apple iPhone 5S Samsung Galaxy S4 and iPhone 5 were the worlds three topselling smartphones in September Via Drippler","SouthAmerica"
"12760",1,"This Is Great Dragon Ball Z Samsung Galaxy S4 case httptcotqJ0x4a1tg","Africa"
"12761",0,"Samsung Galaxy S4 Mini I9195 Factory Unlocked International Version LTE4G Black 77Buy new 69999 httptcoVBaYHyr6ai","Africa"
"12762",0,"Samsung Galaxy S4 Mini I9195 Factory Unlocked International Version LTE4G Black 77Buy new 69999 httptcoLi6elBereu","Asia"
"12763",0,"Plz We want the galaxy S4 loongyzoeloe SamsungMobileSA ronelg18 SamsungLove GALAXYS4 httptconfzCvRihQUpick us plz","NorthAmerica"
"12764",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Featuring our very own LLOYD mascot on httptcolOwVzDVfbK httptcos32qfhJYVA","Asia"
"12765",2,"Chegou haha New Little Toy Galaxy S4 Happy Monster Like Like4Like Follow Follow4Follow httptcoIobf7K8BQ0","NorthAmerica"
"12766",1,"US Cellular confirms Android 43 update for Galaxy S4 is on hold httptcoD9fkoyhXiD","Asia"
"12767",3,"Well Im forsure getting a new phone for Christmas my mom just told me I need to decide what I want by tonight iPhone 5s or galaxy s4 ","Asia"
"12768",1,"Pwn2Own 2013 Contest Samsung Galaxy S4 and iPhone 5 0day exploitshttptcoZdA38ZyK6Ysecurity mobile hacking Samsung zeroday","SouthAmerica"
"12769",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Featuring our very own LLOYD mascot on httptcof9elS8fuAK androidcentral","Africa"
"12770",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Featuring our very own LLOYD mascot on the back standin httptcoElx7Uk2JAf","Africa"
"12771",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Featuring our very own LLOYD mascot on the bac httptcobC3TXbi8PY android","NorthAmerica"
"12772",0,"Android 43 Roll Out Suspended Temporarily Over Serious Issues in Suspended Temporarily Over Serious httptcotISliE2XEu","Asia"
"12773",0,"Glaxy S4 external outdoor charger httptcoseSnwtRpwv","NorthAmerica"
"12774",4,"Anyone looking for a galaxy s4 my jobs selling them for all carriers for 50 bucks with a 2 year agreement","NorthAmerica"
"12775",2,"Lol iChaseEm So that silver thing on Galaxy S4 its plastic kanti ","SouthAmerica"
"12776",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcow3stpoO01G","SouthAmerica"
"12777",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcoRF3bMDinxv","SouthAmerica"
"12778",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptco5frPxQkbeO","NorthAmerica"
"12779",0,"Otterbox Defender Series hard case for SGS4 httptcow4ouqd53Oj","Asia"
"12780",-2,"Whats the best thing about the Samsung Galaxy S4 Tweet with the hashtag GlobeGalaxyS4LTE One person will win a Galaxy Tab tonight ","NorthAmerica"
"12781",0,"Higher capacity battery with rear cover for Galaxy S4 smartphone httptcobkJxg2l8Yg","NorthAmerica"
"12782",0,"Should I get a galaxy s4 or iPhone 5c","Africa"
"12783",0,"Samsung Galaxy S4 MHL adapter the euphoria of Fruit Ninja on the big screen httptco9hUXE6PmkZ","SouthAmerica"
"12784",1,"Tech Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcoC3UMVRoCFV Onlireeks","Asia"
"12785",1,"Waking up to my galaxy s4 is seriously the best This phone is perf","NorthAmerica"
"12786",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Android Central Featuring our very own LLOYD mascot on the httptco1WApp6Vods","Asia"
"12787",1,"Otterbox Defender protective case for Galaxy S4 httptcoS4m6nRT6e2","SouthAmerica"
"12788",5,"Switchin to iphone until I can upgrade to that galaxy s4 Sad day without my android","NorthAmerica"
"12789",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Android Central Featuring our very own LLOYD mascot on the httptcoHFW1eAxcXJ","NorthAmerica"
"12790",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Android Central Featuring our very own httptcobNDw5po13g iOS6 iPhone iPad","Asia"
"12791",2,"New Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Android Central Featuring our httptcotIkmqcmLhT iOS6 iPhone5 iPad","SouthAmerica"
"12792",0,"Im really Finna get a Galaxy s3 or s4","Asia"
"12793",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptco4bxq2TawLN","NorthAmerica"
"12794",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptco4UxsYtByYk android","NorthAmerica"
"12795",1,"Android News Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptco3m8HkXuBBc","Asia"
"12796",1,"Pyroka tbf thats like 200 less than the buy now price of the galaxy s4 and the htc1","Africa"
"12797",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcoHYTTUqu08a","Asia"
"12798",2,"I love my new galaxy s4 Im saying sorry in advance for not looking at you in the eyes when we talk because Im playing with my new phone","Asia"
"12799",1,"Spencer676 opting for the iPhone 5 instead of the Galaxy S4 was a poor decision of mine","Asia"
"12800",-1,"Seriously in love with the new galaxy S4 ","Africa"
"12801",1,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 httptcozUbvOa8Axf httptcoJslt3FOUxd","Asia"
"12802",1,"The galaxy s4 because we are life ccompanions SamsungMobileSA samsunglove galaxys4","Asia"
"12803",0,"LaughabIe Cellphones have ruined the joy of throwing someone into a pool not with The Samsung Galaxy S4 active Lol","Asia"
"12804",6,"derallo Interesting I would love something like that for my Galaxy S4 No reason to have 4G on when youre not using the phone","NorthAmerica"
"12805",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Featuring our very own LLOYD mascot on the back httptco7c7qMrnXdS android","SouthAmerica"
"12806",2,"Deal of the Day LLOYD FX Case for Samsung Galaxy S4 Featuring our very own LLOYD mascot on the back standing in httptcoho2QFEnGgz","Asia"
